query,label,complexity,recommended_llm,needs_followup,distractor_label,biomarkers,is_high_risk,query_length
"Nutrition therapy for a 6yo with type 1 diabetes and diabetic ketoacidosis recovery in India,therapy",5,Mistral,False,recommendation,['glucose',['ketones'],True,12
"Recommend low-glycemic, high-fiber snacks for a 10yo with T1D in South Africa,recommendation",4,Mistral,True,therapy,['glycemic_index',['fiber'],True,12
Compare postprandial glucose curves for millet vs sorghum porridge in T1D children in Nigeria,comparison,4,Mistral,True,therapy,['glucose'],False,13
How does insulin pump therapy improve quality of life in pediatric T1D?,general,3,Mistral,False,recommendation,[],False,9
What is the target time-in-range for children with type 1 diabetes?,general,3,Mistral,False,therapy,['glucose'],False,9
Medical nutrition therapy for a 4yo with multiple food allergies and faltering weight in Kenya,therapy,5,Mistral,False,recommendation,[],True,12
"Recommend calcium-fortified, allergy-safe breakfast options for a 6yo in Ghana",recommendation,4,Mistral,True,therapy,['calcium'],True,10
Compare allergenic potential of lupin vs soy in milk-allergic children in Nigeria,comparison,4,Mistral,True,recommendation,[],False,10
How effective is epicutaneous immunotherapy for peanut allergy?,general,4,Mistral,False,therapy,[],True,7
"What nutrients require monitoring during oral immunotherapy?,general",4,Mistral,False,recommendation,['protein',['calories'],False,7
Nutrition therapy for a 7yo with cystic fibrosis and CFRD on insulin in India,therapy,5,Mistral,False,recommendation,['hba1c'],True,11
"Recommend high-energy, low-carb local meals for a child with CFRD in South Africa",recommendation,5,Mistral,True,therapy,['carbohydrate'],True,11
Compare glycemic impact of plantain vs yam in CFRD children in Kenya,comparison,4,Mistral,True,therapy,['glycemic_index'],False,11
How does CFRD affect pancreatic enzyme dosing?,general,4,Mistral,False,recommendation,[],False,7
What is the role of annual oral glucose tolerance test in CF?,general,4,Mistral,False,therapy,[],False,9
Medical nutrition therapy for a 5yo with phenylketonuria (Phe 520 µmol/L) in Nigeria,therapy,5,Mistral,False,recommendation,['phenylalanine'],True,11
Recommend low-Phe local grains for a child with PKU in Ghana,recommendation,5,Mistral,True,therapy,['phenylalanine'],True,10
Compare tyrosine content in medical formula vs natural foods for PKU in India,comparison,4,Mistral,True,recommendation,['tyrosine'],False,12
How is blood Phe monitored in resource-limited settings?,general,4,Mistral,False,therapy,['phenylalanine'],True,8
What are neurocognitive outcomes in late-diagnosed PKU?,general,4,Mistral,False,recommendation,[],True,7
Ketogenic diet for a 6yo with West syndrome in Kenya,therapy,5,Mistral,False,recommendation,['weight'],True,8
"Recommend selenium and carnitine monitoring schedule for long-term keto in Nigeria,recommendation",4,Mistral,True,therapy,['selenium',['carnitine'],True,11
Compare urine ketone vs blood beta-hydroxybutyrate monitoring in pediatric keto in Ghana,comparison,4,Mistral,True,therapy,['ketones'],False,12
"How does the ketogenic diet affect bone mineral density?,general",4,Mistral,False,recommendation,['calcium',['vitamin_d'],True,8
What is the role of citrate supplementation in keto-induced kidney stones?,general,4,Mistral,False,therapy,['citrate'],True,9
Nutrition therapy for a 8yo with CKD stage 3 and hyperphosphatemia in India,therapy,5,Mistral,False,recommendation,['phosphate'],True,10
Recommend phosphate binder timing with local meals in South Africa,recommendation,5,Mistral,True,therapy,['phosphate'],True,9
Compare potassium content in boiled vs soaked leafy greens for CKD in Nigeria,comparison,4,Mistral,True,therapy,['potassium'],False,12
How does metabolic acidosis contribute to muscle wasting in CKD?,general,4,Mistral,False,recommendation,[],True,8
What is the target serum bicarbonate in pediatric CKD?,general,4,Mistral,False,therapy,['bicarbonate'],False,8
Medical nutrition therapy for a 5yo with Crohn’s disease and vitamin D deficiency in Kenya,therapy,5,Mistral,False,recommendation,['vitamin_d'],True,11
"Recommend high-vitamin D, low-fiber foods for a child with IBD in Ghana",recommendation,5,Mistral,True,therapy,['vitamin_d'],True,10
Compare fecal calprotectin response to exclusive enteral nutrition vs steroids in Nigeria,comparison,4,Mistral,True,therapy,['fecal_calprotectin'],False,11
How does exclusive enteral nutrition affect growth in Crohn’s?,general,4,Mistral,False,recommendation,['weight'],True,8
What is the role of vitamin D in mucosal healing in IBD?,general,4,Mistral,False,therapy,['vitamin_d'],True,8
"Recommend thickened, nutrient-dense smoothies for a 4yo with GERD and poor intake in India",recommendation,4,Mistral,True,therapy,[],False,11
Medical nutrition therapy for a 3yo with eosinophilic esophagitis on topical steroids in South Africa,therapy,5,Mistral,False,recommendation,[],True,11
Compare six-food elimination diet efficacy vs PPI therapy in Nigeria,comparison,4,Mistral,True,therapy,[],False,9
How is EoE remission confirmed endoscopically?,general,4,Mistral,False,recommendation,[],False,6
What is the role of dietary reintroduction in EoE management?,general,4,Mistral,False,therapy,[],False,8
Compare growth outcomes in preterm infants fed fortified human milk vs formula in Kenya,comparison,4,Mistral,True,therapy,[],False,11
How does kangaroo care affect preterm feeding progression?,general,4,Mistral,False,recommendation,[],True,7
Recommend strategies to prevent iron deficiency in ex-preterm infants in Ghana,recommendation,4,Mistral,True,therapy,['iron'],True,10
Medical nutrition therapy for a 7-month-old with preterm history and vitamin D deficiency in Nigeria,therapy,5,Mistral,False,recommendation,['vitamin_d'],True,13
What is the role of sunlight exposure in preterm vitamin D status?,general,4,Mistral,False,therapy,['vitamin_d'],False,8
Recommend carb distribution for a 14yo with T1D on college schedule in India,recommendation,4,Mistral,True,therapy,['carbohydrate'],True,11
Compare insulin pump site rotation strategies in hot climates in South Africa,comparison,3,TinyLlama,True,therapy,[],False,9
How does alcohol affect T1D in adolescents?,general,4,Mistral,False,recommendation,[],True,6
Medical nutrition therapy for a 16yo with T1D and pregnancy in Nigeria,therapy,5,Mistral,False,recommendation,['hba1c'],True,10
Recommend preconception folic acid dose for adolescents with T1D in Kenya,recommendation,4,Mistral,True,therapy,['folic_acid'],True,9
Compare food allergy resolution rates by allergen in Ghana,comparison,3,TinyLlama,True,therapy,[],False,8
How does eczema severity predict food allergy persistence?,general,4,Mistral,False,recommendation,[],False,7
Recommend reintroduction protocols for resolved milk allergy in Nigeria,recommendation,4,Mistral,True,therapy,[],False,8
Medical nutrition therapy for a 7yo with food-dependent exercise-induced anaphylaxis in India,therapy,5,Mistral,False,recommendation,[],True,11
Compare safe exercise timing after eating in FDEIA in South Africa,comparison,4,Mistral,True,therapy,[],False,9
How is FDEIA diagnosed?,general,3,Mistral,False,recommendation,[],False,4
Nutrition therapy for a 9yo with CF and CFRD on insulin pump in Kenya,therapy,5,Mistral,False,recommendation,['hba1c'],True,10
Recommend pump-compatible meal timing for CFRD in Ghana,recommendation,4,Mistral,True,therapy,['carbohydrate'],True,8
Compare insulin absorption with CF-related skin changes in Nigeria,comparison,4,Mistral,True,therapy,[],False,8
How does CFRD affect lung function decline?,general,4,Mistral,False,recommendation,[],True,6
